       Time,    ec 1-1n, ec 1-1n-h2, ec 1-1n-o2,    ec 1-2n, ec 1-2n-h2, ec 1-2n-o2,      cs 1n,   cs 1n-h2,   cs 1n-o2,   cs 1-l_g,     cs 2-p,      cs 2n,   cs 2n-h2,   cs 2n-o2,      as 1n,   as 1n-h2,   as 1n-o2,   as 1-l_g,     as 2-p,      as 2n,   as 2n-h2,   as 2n-o2,      bp 1n,   bp 1n-h2,   bp 1n-o2,
        315.00000000,         15.43144846,          0.01094506,          0.00000000,         17.45258746,          0.00000000,          0.00547253,        362.77636397,          0.00000000,          0.00000000,          0.29998673,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.14922488,          0.00000000,          0.00000000,          0.30001302,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        320.00000000,         15.42304132,          0.01111879,          0.00000000,         17.44737615,          0.00000000,          0.00555939,        362.78061052,          0.00000000,          0.00000000,          0.29998652,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.15827994,          0.00000000,          0.00000000,          0.30001323,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        325.00000000,         15.41505911,          0.01129252,          0.00000000,         17.44240534,          0.00000000,          0.00564626,        362.78442749,          0.00000000,          0.00000000,          0.29998631,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.16708496,          0.00000000,          0.00000000,          0.30001344,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        330.00000000,         15.40748015,          0.01146625,          0.00000000,         17.43766345,          0.00000000,          0.00573313,        362.78783704,          0.00000000,          0.00000000,          0.29998610,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.17565114,          0.00000000,          0.00000000,          0.30001365,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        335.00000000,         15.40028384,          0.01163998,          0.00000000,         17.43313949,          0.00000000,          0.00581999,        362.79086016,          0.00000000,          0.00000000,          0.29998589,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.18398913,          0.00000000,          0.00000000,          0.30001386,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        340.00000000,         15.39345065,          0.01181371,          0.00000000,         17.42882297,          0.00000000,          0.00590686,        362.79351681,          0.00000000,          0.00000000,          0.29998568,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.19210908,          0.00000000,          0.00000000,          0.30001406,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        345.00000000,         15.38696205,          0.01198744,          0.00000000,         17.42470392,          0.00000000,          0.00599372,        362.79582591,          0.00000000,          0.00000000,          0.29998548,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.20002064,          0.00000000,          0.00000000,          0.30001427,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        350.00000000,         15.38080044,          0.01216118,          0.00000000,         17.42077287,          0.00000000,          0.00608059,        362.79780541,          0.00000000,          0.00000000,          0.29998527,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.20773300,          0.00000000,          0.00000000,          0.30001448,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        355.00000000,         15.37494915,          0.01233491,          0.00000000,         17.41702077,          0.00000000,          0.00616745,        362.79947235,          0.00000000,          0.00000000,          0.29998506,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.21525492,          0.00000000,          0.00000000,          0.30001469,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        360.00000000,         15.36939232,          0.01250864,          0.00000000,         17.41343904,          0.00000000,          0.00625432,        362.80084291,          0.00000000,          0.00000000,          0.29998485,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.22259475,          0.00000000,          0.00000000,          0.30001490,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        365.00000000,         15.36411493,          0.01268237,          0.00000000,         17.41001950,          0.00000000,          0.00634118,        362.80193242,          0.00000000,          0.00000000,          0.29998464,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.22976040,          0.00000000,          0.00000000,          0.30001511,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        370.00000000,         15.35910271,          0.01285610,          0.00000000,         17.40675437,          0.00000000,          0.00642805,        362.80275545,          0.00000000,          0.00000000,          0.29998443,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.23675945,          0.00000000,          0.00000000,          0.30001532,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        375.00000000,         15.35434213,          0.01302983,          0.00000000,         17.40363624,          0.00000000,          0.00651492,        362.80332581,          0.00000000,          0.00000000,          0.29998422,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.24359910,          0.00000000,          0.00000000,          0.30001553,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        380.00000000,         15.34982034,          0.01320356,          0.00000000,         17.40065806,          0.00000000,          0.00660178,        362.80365661,          0.00000000,          0.00000000,          0.29998402,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.25028618,          0.00000000,          0.00000000,          0.30001573,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        385.00000000,         15.34552517,          0.01337729,          0.00000000,         17.39781312,          0.00000000,          0.00668865,        362.80376030,          0.00000000,          0.00000000,          0.29998381,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.25682724,          0.00000000,          0.00000000,          0.30001594,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        390.00000000,         15.34144503,          0.01355102,          0.00000000,         17.39509503,          0.00000000,          0.00677551,        362.80364868,          0.00000000,          0.00000000,          0.29998360,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.26322849,          0.00000000,          0.00000000,          0.30001615,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        395.00000000,         15.33756897,          0.01372475,          0.00000000,         17.39249773,          0.00000000,          0.00686238,        362.80333295,          0.00000000,          0.00000000,          0.29998339,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.26949585,          0.00000000,          0.00000000,          0.30001636,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        400.00000000,         15.33388655,          0.01389849,          0.00000000,         17.39001541,          0.00000000,          0.00694924,        362.80282374,          0.00000000,          0.00000000,          0.29998318,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.27563495,          0.00000000,          0.00000000,          0.30001657,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        405.00000000,         15.33038790,          0.01407222,          0.00000000,         17.38764258,          0.00000000,          0.00703611,        362.80213115,          0.00000000,          0.00000000,          0.29998297,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.28165117,          0.00000000,          0.00000000,          0.30001678,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        410.00000000,         15.32706365,          0.01424595,          0.00000000,         17.38537400,          0.00000000,          0.00712297,        362.80126473,          0.00000000,          0.00000000,          0.29998276,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.28754962,          0.00000000,          0.00000000,          0.30001699,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        415.00000000,         15.32390488,          0.01441968,          0.00000000,         17.38320467,          0.00000000,          0.00720984,        362.80023358,          0.00000000,          0.00000000,          0.29998256,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.29333516,          0.00000000,          0.00000000,          0.30001720,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        420.00000000,         15.32090317,          0.01459341,          0.00000000,         17.38112986,          0.00000000,          0.00729671,        362.79904632,          0.00000000,          0.00000000,          0.29998235,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.29901246,          0.00000000,          0.00000000,          0.30001740,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        425.00000000,         15.31805048,          0.01476714,          0.00000000,         17.37914503,          0.00000000,          0.00738357,        362.79771112,          0.00000000,          0.00000000,          0.29998214,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.30458591,          0.00000000,          0.00000000,          0.30001761,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        430.00000000,         15.31533922,          0.01494087,          0.00000000,         17.37724589,          0.00000000,          0.00747044,        362.79623574,          0.00000000,          0.00000000,          0.29998193,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.31005973,          0.00000000,          0.00000000,          0.30001782,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        435.00000000,         15.31276217,          0.01511460,          0.00000000,         17.37542835,          0.00000000,          0.00755730,        362.79462755,          0.00000000,          0.00000000,          0.29998172,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.31543793,          0.00000000,          0.00000000,          0.30001803,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        440.00000000,         15.31031248,          0.01528833,          0.00000000,         17.37368850,          0.00000000,          0.00764417,        362.79289354,          0.00000000,          0.00000000,          0.29998151,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.32072433,          0.00000000,          0.00000000,          0.30001824,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        445.00000000,         15.30798366,          0.01546207,          0.00000000,         17.37202264,          0.00000000,          0.00773103,        362.79104034,          0.00000000,          0.00000000,          0.29998130,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.32592257,          0.00000000,          0.00000000,          0.30001845,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        450.00000000,         15.30576954,          0.01563580,          0.00000000,         17.37042724,          0.00000000,          0.00781790,        362.78907424,          0.00000000,          0.00000000,          0.29998109,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.33103612,          0.00000000,          0.00000000,          0.30001866,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        455.00000000,         15.30366426,          0.01580953,          0.00000000,         17.36889893,          0.00000000,          0.00790476,        362.78700121,          0.00000000,          0.00000000,          0.29998089,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.33606828,          0.00000000,          0.00000000,          0.30001887,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        460.00000000,         15.30166227,          0.01598326,          0.00000000,         17.36743451,          0.00000000,          0.00799163,        362.78482692,          0.00000000,          0.00000000,          0.29998068,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.34102220,          0.00000000,          0.00000000,          0.30001907,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        465.00000000,         15.29975831,          0.01615699,          0.00000000,         17.36603094,          0.00000000,          0.00807849,        362.78255674,          0.00000000,          0.00000000,          0.29998047,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.34590087,          0.00000000,          0.00000000,          0.30001928,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        470.00000000,         15.29794737,          0.01633072,          0.00000000,         17.36468532,          0.00000000,          0.00816536,        362.78019578,          0.00000000,          0.00000000,          0.29998026,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.35070717,          0.00000000,          0.00000000,          0.30001949,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        475.00000000,         15.29622470,          0.01650445,          0.00000000,         17.36339488,          0.00000000,          0.00825223,        362.77774888,          0.00000000,          0.00000000,          0.29998005,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.35544379,          0.00000000,          0.00000000,          0.30001970,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        480.00000000,         15.29458582,          0.01667818,          0.00000000,         17.36215700,          0.00000000,          0.00833909,        362.77522063,          0.00000000,          0.00000000,          0.29997984,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.36011336,          0.00000000,          0.00000000,          0.30001991,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        485.00000000,         15.29302643,          0.01685191,          0.00000000,         17.36096918,          0.00000000,          0.00842596,        362.77261539,          0.00000000,          0.00000000,          0.29997963,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.36471832,          0.00000000,          0.00000000,          0.30002012,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        490.00000000,         15.29154249,          0.01702565,          0.00000000,         17.35982903,          0.00000000,          0.00851282,        362.76993729,          0.00000000,          0.00000000,          0.29997943,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.36926105,          0.00000000,          0.00000000,          0.30002033,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        495.00000000,         15.29013015,          0.01719938,          0.00000000,         17.35873429,          0.00000000,          0.00859969,        362.76719027,          0.00000000,          0.00000000,          0.29997922,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.37374379,          0.00000000,          0.00000000,          0.30002053,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        500.00000000,         15.28878576,          0.01737311,          0.00000000,         17.35768280,          0.00000000,          0.00868655,        362.76437803,          0.00000000,          0.00000000,          0.29997901,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.37816868,          0.00000000,          0.00000000,          0.30002074,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        505.00000000,         15.28750585,          0.01754684,          0.00000000,         17.35667250,          0.00000000,          0.00877342,        362.76150413,          0.00000000,          0.00000000,          0.29997880,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.38253776,          0.00000000,          0.00000000,          0.30002095,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        510.00000000,         15.28628713,          0.01772057,          0.00000000,         17.35570144,          0.00000000,          0.00886028,        362.75857191,          0.00000000,          0.00000000,          0.29997859,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.38685297,          0.00000000,          0.00000000,          0.30002116,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        515.00000000,         15.28512649,          0.01789430,          0.00000000,         17.35476776,          0.00000000,          0.00894715,        362.75558455,          0.00000000,          0.00000000,          0.29997838,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.39111618,          0.00000000,          0.00000000,          0.30002137,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        520.00000000,         15.28402097,          0.01806803,          0.00000000,         17.35386967,          0.00000000,          0.00903402,        362.75254507,          0.00000000,          0.00000000,          0.29997817,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.39532914,          0.00000000,          0.00000000,          0.30002158,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        525.00000000,         15.28296775,          0.01824176,          0.00000000,         17.35300550,          0.00000000,          0.00912088,        362.74945634,          0.00000000,          0.00000000,          0.29997797,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.39949354,          0.00000000,          0.00000000,          0.30002179,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        530.00000000,         15.28196417,          0.01841549,          0.00000000,         17.35217364,          0.00000000,          0.00920775,        362.74632107,          0.00000000,          0.00000000,          0.29997776,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.40361100,          0.00000000,          0.00000000,          0.30002200,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        535.00000000,         15.28100769,          0.01858922,          0.00000000,         17.35137255,          0.00000000,          0.00929461,        362.74314185,          0.00000000,          0.00000000,          0.29997755,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.40768304,          0.00000000,          0.00000000,          0.30002220,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        540.00000000,         15.28009593,          0.01876296,          0.00000000,         17.35060077,          0.00000000,          0.00938148,        362.73992112,          0.00000000,          0.00000000,          0.29997734,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.41171112,          0.00000000,          0.00000000,          0.30002241,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        545.00000000,         15.27922659,          0.01893669,          0.00000000,         17.34985693,          0.00000000,          0.00946834,        362.73666120,          0.00000000,          0.00000000,          0.29997713,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.41569665,          0.00000000,          0.00000000,          0.30002262,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        550.00000000,         15.27839752,          0.01911042,          0.00000000,         17.34913969,          0.00000000,          0.00955521,        362.73336429,          0.00000000,          0.00000000,          0.29997692,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.41964094,          0.00000000,          0.00000000,          0.30002283,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        555.00000000,         15.27760666,          0.01928415,          0.00000000,         17.34844781,          0.00000000,          0.00964207,        362.73003250,          0.00000000,          0.00000000,          0.29997671,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.42354527,          0.00000000,          0.00000000,          0.30002304,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        560.00000000,         15.27685208,          0.01945788,          0.00000000,         17.34778008,          0.00000000,          0.00972894,        362.72666779,          0.00000000,          0.00000000,          0.29997651,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.42741084,          0.00000000,          0.00000000,          0.30002325,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        565.00000000,         15.27613191,          0.01963161,          0.00000000,         17.34713536,          0.00000000,          0.00981581,        362.72327206,          0.00000000,          0.00000000,          0.29997630,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.43123881,          0.00000000,          0.00000000,          0.30002346,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        570.00000000,         15.27544441,          0.01980534,          0.00000000,         17.34651257,          0.00000000,          0.00990267,        362.71984708,          0.00000000,          0.00000000,          0.29997609,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.43503028,          0.00000000,          0.00000000,          0.30002367,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        575.00000000,         15.27478792,          0.01997907,          0.00000000,         17.34591068,          0.00000000,          0.00998954,        362.71639456,          0.00000000,          0.00000000,          0.29997588,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.43878631,          0.00000000,          0.00000000,          0.30002387,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        580.00000000,         15.27416085,          0.02015280,          0.00000000,         17.34532869,          0.00000000,          0.01007640,        362.71291610,          0.00000000,          0.00000000,          0.29997567,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.44250788,          0.00000000,          0.00000000,          0.30002408,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        585.00000000,         15.27356172,          0.02032654,          0.00000000,         17.34476568,          0.00000000,          0.01016327,        362.70941323,          0.00000000,          0.00000000,          0.29997546,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.44619597,          0.00000000,          0.00000000,          0.30002429,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        590.00000000,         15.27298908,          0.02050027,          0.00000000,         17.34422074,          0.00000000,          0.01025013,        362.70588738,          0.00000000,          0.00000000,          0.29997525,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.44985147,          0.00000000,          0.00000000,          0.30002450,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        595.00000000,         15.27244161,          0.02067400,          0.00000000,         17.34369303,          0.00000000,          0.01033700,        362.70233995,          0.00000000,          0.00000000,          0.29997505,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.45347527,          0.00000000,          0.00000000,          0.30002471,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        600.00000000,         15.27191801,          0.02084773,          0.00000000,         17.34318174,          0.00000000,          0.01042386,        362.69877222,          0.00000000,          0.00000000,          0.29997484,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.45706820,          0.00000000,          0.00000000,          0.30002492,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        605.00000000,         15.27141707,          0.02102146,          0.00000000,         17.34268610,          0.00000000,          0.01051073,        362.69518544,          0.00000000,          0.00000000,          0.29997463,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.46063105,          0.00000000,          0.00000000,          0.30002513,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        610.00000000,         15.27093764,          0.02119519,          0.00000000,         17.34220537,          0.00000000,          0.01059760,        362.69158078,          0.00000000,          0.00000000,          0.29997442,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.46416457,          0.00000000,          0.00000000,          0.30002534,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        615.00000000,         15.27047863,          0.02136892,          0.00000000,         17.34173886,          0.00000000,          0.01068446,        362.68795935,          0.00000000,          0.00000000,          0.29997421,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.46766950,          0.00000000,          0.00000000,          0.30002554,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        620.00000000,         15.27003899,          0.02154265,          0.00000000,         17.34128590,          0.00000000,          0.01077133,        362.68432220,          0.00000000,          0.00000000,          0.29997400,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.47114652,          0.00000000,          0.00000000,          0.30002575,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        625.00000000,         15.26961775,          0.02171638,          0.00000000,         17.34084585,          0.00000000,          0.01085819,        362.68067035,          0.00000000,          0.00000000,          0.29997379,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.47459630,          0.00000000,          0.00000000,          0.30002596,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        630.00000000,         15.26921397,          0.02189012,          0.00000000,         17.34041812,          0.00000000,          0.01094506,        362.67700473,          0.00000000,          0.00000000,          0.29997358,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.47801946,          0.00000000,          0.00000000,          0.30002617,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
        635.00000000,         15.26882675,          0.02206385,          0.00000000,         17.34000212,          0.00000000,          0.01103192,        362.67332625,          0.00000000,          0.00000000,          0.29997338,     101000.00000000,          0.25394000,          0.25343212,          0.00025394,        361.48141661,          0.00000000,          0.00000000,          0.30002638,     101000.00000000,          0.25394000,          0.00025394,          0.25343212,          0.08200000,          0.00000000,          0.00000000,
